,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
72,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(N(C(=O)C([H])([H])[H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5cbd0>,7.21686,,True,True,False,
73,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C1(C([N+](C1([H])[H])([H])[H])([H])[H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5e020>,6.8793,,True,True,False,
74,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(on1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e86d800>,7.11467,,True,True,False,
75,C(Oc1c(c(c(c(C(N(C(=O)C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5cdb0>,7.03515,,True,True,False,
76,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+](C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be4fc6e9a30>,7.09747,,True,True,False,
77,C(C(C([H])([H])[H])(C#N)c1c(c(c(N(C(c2c(c(c(c(Cl)c2[H])[H])[H])[H])([H])[H])C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])c(c1[H])[H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cda80>,6.41289,,True,True,False,
78,C(OC(=O)N([C@](C(=O)N1C([C@](C(F)(F)F)(C([C@]1(C(=O)N([C@](C([N+]([H])([H])[H])([H])[H])(C([C@@]1(C(C(N(C1=O)[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])([H])[H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfcea40>,0.0,,True,False,False,
79,C(C1(C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5d710>,5.30636,,True,True,False,
80,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(nn1C([H])([H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47f9b5ad0>,7.32697,,True,True,False,
81,C(c1nc(C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(F)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])c(o1)[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfceb90>,0.0,,True,False,False,
82,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nc(c(o1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5fba0>,7.01049,,True,True,False,
83,C([C@@]1(C(OC([C@@](C([H])([H])[H])([N+]1(C(C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cf060>,7.58147,,True,True,False,
84,C(N(C(=O)C1(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47d976ed0>,7.07799,,True,True,False,
85,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(oc(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47fa33790>,7.09415,,True,True,False,
86,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2nc(nc(n2)[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47cb0cd60>,7.22939,,True,True,False,
87,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(n2c(c(c(n2)[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47eca8c20>,7.42805,,True,True,False,
88,C(C(C(=O)N1C(C(C(c2c(c(c(N(C(c3c(c(c(c(Br)c3[H])[H])[H])[H])([H])[H])C(=O)C(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])([H])[H])c(c12)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ff2ecf0>,6.86837,,True,True,False,
89,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(=C(C(C(C1([H])[H])([H])[H])([H])[H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cc130>,5.3099,,True,True,False,
90,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+]1(C(C(C1([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47d977ce0>,7.24718,,True,True,False,
91,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(nn(c1[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfceff0>,0.0,,True,False,False,
92,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(=C(C(=C(C(=C([C@]1(c1c(c(c(c(c1[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x7be47fb1f650>,5.75752,,True,True,False,
93,C([N+](C(C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47d9779c0>,6.92495,,True,True,False,
94,C(C(C(=O)[N@@+]1(C(C(C(c2c(N(C(c3c(c(c(c(Cl)c3[H])[H])[H])[H])([H])[H])C(=O)C(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])([H])[H])c(c(c(c12)[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47d976390>,6.45669,,True,True,False,
95,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ecaf240>,7.0465,,True,True,False,
96,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N(C(c1c(c(c(c(Cl)c1[H])[H])[H])[H])([H])[H])[H],<fegrow.package.RMol object at 0x7be47d976020>,4.98725,,True,True,False,
