,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
76,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+]1(C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861cdbe8e0>,6.64845,,True,True,False,
77,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(oc(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861ca81120>,6.49687,,True,True,False,
78,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861cdb8360>,6.47755,,True,True,False,
79,C(N1C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)C21C(N(S(=O)(=O)C1(C(C1([H])[H])([H])[H])[H])C2([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861c6b13a0>,5.49909,,True,True,False,
80,C(N(C(=O)C1(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718607bfbc90>,6.24877,,True,True,False,
81,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(=C(C(=C(C1([H])[H])[H])[H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x71861cdbade0>,5.02207,,True,True,False,
82,C(Oc1c(c(c(c(c1[C@]1(C([C@@](C([H])([H])[H])(C(C(N1C(=O)C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7187bc565a80>,5.54737,,True,True,False,
83,N(S(=O)(=O)c1c(c(c2c(c1[H])[C@@]1(C(C(O2)([H])[H])([H])[H])N(C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C1=O)[H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x7187bc566700>,5.28142,,True,True,False,
84,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C(=O)N(C(C1(F)C(C1([H])[H])([H])[H])([H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7187bc564e00>,6.49928,,True,True,False,
85,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C(C32C(C3([H])[H])([H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186bc242a70>,6.05068,,True,True,False,
86,C([C@]1(C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])[C@@](C([H])([H])[H])(C1([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186079f36a0>,4.97475,,True,True,False,
87,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(nn1C([H])([H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606d68900>,6.64131,,True,True,False,
88,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(C(F)(F)[H])(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x7186bc243560>,4.95299,,True,True,False,
89,C(C1(C([H])([H])[H])C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861c628860>,4.88035,,True,True,False,
90,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(S(=O)(=O)N(C([H])([H])[H])[H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861cdbabb0>,6.71926,,True,True,False,
91,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(nc(c(n2)[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186bc2434c0>,6.59993,,True,True,False,
92,C(OC([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(nn(c1[H])[H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186bc2413a0>,6.91158,,True,True,False,
93,C(C(n1nc(c(c1C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718607c1c360>,6.85656,,True,True,False,
94,C(N(S(=O)(=O)OC(C(=O)N([C@@](C([H])([H])[H])(c1c(c(Cl)c(c(c2c(c(c(S(=O)(=O)N([H])[H])c(c2[H])[H])[H])[H])c1[H])[H])[H])[H])[H])([H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7185f9fc5770>,0.0,,True,False,False,
95,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(c(nc(n2)[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606f249a0>,6.89449,,True,True,False,
96,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(OC(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861ca838d0>,6.62129,,True,True,False,
97,C([C@@]1(C(OC([C@@]2(C1([H])[H])N(C(=O)N(c1c(nc(c3c(c(c(c(c13)[H])[H])[H])[H])[H])[H])C2=O)[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ec040>,5.08105,,True,True,False,
